,Fp1,Fpz,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,M1,T7,C3,Cz,C4,T8,M2,CP5,CP1,CP2,CP6,P7,P3,Pz,P4,P8,POz,O1,Oz,O2,Participant,StimType,Period,Feature
172,0.171582857,-0.065753204,0.165425583,-0.090232918,0.175717538,-0.085175073,-0.049727658,0.030882263,-0.055215737,0.109968289,-0.015046192,0.046146555,-0.018576156,0.145662298,-0.055118049,-0.046694975,0.051601387,0.007206661,-0.02500239,0.044137369,-0.135676706,-0.028610182,-0.036511465,-0.019456894,0.142688023,-0.149360222,0.121714246,-0.105302484,-0.132503024,-0.033416821,0.235274591,-0.111317267,13,M30,PercentChange,theta
173,-0.168178319,-0.063311577,-0.128914352,-0.029360242,-0.029878219,0.002524962,-0.104157964,-0.138272807,-0.124544042,-0.043465816,-0.071519659,-0.113974489,-0.100855672,-0.125883848,-0.096813009,-0.088947457,-0.113180391,-0.104330158,-0.151931002,0.02719687,-0.047868173,0.065634078,0.033018669,0.055385826,-0.063294257,0.022022189,0.080483201,0.054603851,0.072157843,-0.016639959,-0.081369325,-0.010714837,14,M30,PercentChange,theta
174,0.039285188,0.164296773,0.136773126,0.180222475,0.068685376,0.043318302,-0.08296311,-0.000676867,-0.001063856,0.02369172,0.073673894,0.009351862,-0.003285852,0.050021905,0.092955381,0.040553868,0.038994296,0.0097418,-0.01208718,0.056542474,0.031512155,0.042974163,-0.021521465,-0.006631708,0.079185121,-0.023876987,-0.006389359,0.020296563,-0.023481771,-0.045076658,0.111459934,0.035981994,16,M30,PercentChange,theta
175,0.088389302,0.147383901,0.046069315,0.077232124,0.038836124,0.009848537,-0.029081562,-0.06295538,-0.019468918,-0.042562013,0.05385654,0.014184681,0.054380179,0.127515416,0.057295138,-0.018021984,0.028426838,0.057265148,0.000329568,-0.01615322,-0.080179982,-0.068651113,0.033925763,0.038026068,0.08228946,0.016336251,-0.004308967,-0.127277911,0.122703294,0.041953166,0.072954311,0.013407781,20,M30,PercentChange,theta
176,-0.030615739,-0.019866283,-0.000625446,0.001989739,0.030764843,-0.00681989,-0.059894853,-0.040967385,0.001508415,-0.065789825,-0.064171084,0.018339623,-0.074802143,-0.05587737,-0.024816639,-0.038180224,-0.01497432,-0.005054383,-0.008832366,-0.018861638,0.020213909,-0.012697743,-0.034883512,-0.024372029,0.019334937,-0.063015866,0.02344767,-0.020368429,-0.009929459,-0.032603326,0.047480937,0.020864765,1219,M30,PercentChange,theta
177,0.025277057,0.068251717,-0.001443977,0.043341591,0.052387395,-0.047728535,0.144461354,0.110960443,0.009622884,0.109306992,0.119983915,0.151248636,0.05588154,0.153383712,0.054757953,0.039423748,0.072727671,0.1097132,0.051692324,-0.052053261,-0.004958801,0.083965671,0.044144394,0.056128626,0.046919853,0.007512227,0.051486266,-0.005385262,0.095280347,0.11092511,0.024340156,-0.017835442,1518,M30,PercentChange,theta
178,0.029943997,0.063882744,-0.009743398,-0.002244502,-0.037827725,0.008552414,0.009977292,0.017129976,0.036675204,0.001761668,-0.018660967,0.031229608,0.060449068,0.012677852,-0.010045634,-0.063252635,-0.052847122,-0.081252948,0.011185732,-0.037469306,0.018961058,-0.018126582,0.005512683,-0.025371708,0.007739389,0.028101255,-0.018472732,0.013471839,-0.047360787,-0.007069898,-0.0019826,0.004373672,212526,M30,PercentChange,theta
179,-0.022946583,0.012021005,-0.020679356,0.077831561,-0.033534137,-0.032638966,-0.051503235,-0.034050001,-0.062830018,-0.048668131,-0.126706126,-0.050772524,-0.008245864,-0.022778317,-0.070263892,0.037153502,0.01502944,0.009009799,-0.047961802,-0.068494119,-0.07221694,-0.050655526,-0.033754588,-0.031040693,-0.025817368,-0.023310328,-0.048798384,-0.033215101,0.036632838,0.041945852,-0.023434958,-0.068652395,222324,M30,PercentChange,theta
180,-0.215739521,-0.106889259,-0.0987006,0.149405008,-0.080616233,0.011191933,-0.19671974,-0.245395146,-0.24985526,-0.085124997,-0.235568133,-0.170139835,-0.20746279,-0.155790895,-0.218467914,-0.111674675,-0.05523016,0.012630846,-0.191557312,-0.096574852,0.034543035,-0.124640544,-0.161465871,-0.131694072,-0.118838253,-0.196014405,-0.081412116,-0.116801365,-0.20019573,-0.142881111,-0.080996703,0.053765108,11,F30,PercentChange,alpha
181,0.001496413,0.001488258,-0.000793861,0.073311135,0.03399972,0.098689439,-0.076358853,-0.058458198,-0.062193495,-0.030367526,-0.080411539,-0.105562176,-0.074705704,-0.016731329,0.015684342,-0.114003648,-0.102026256,-0.061576266,-0.119540361,-0.043501256,-0.036284278,0.034835743,0.033531605,0.036891881,0.060490528,0.060690861,-0.025227528,0.109390621,-0.07295546,0.003981969,0.054261378,0.079344471,13,F30,PercentChange,alpha
182,0.028837555,-0.00407137,-0.001448899,0.043660512,0.036053456,0.088060675,0.019598563,0.001308948,0.146330041,0.074766137,-0.052865082,0.082098497,0.106704081,0.131003293,0.007173852,0.023486322,0.009780599,0.025068595,0.089825681,0.142474948,0.031712501,0.031079756,0.022954099,0.014222891,0.043269046,0.089826838,-0.010391538,0.078433959,0.036793071,0.018630327,0.065453369,-0.011155108,14,F30,PercentChange,alpha
183,0.012224927,0.077429814,0.019760411,0.040803708,0.019406488,0.07100182,-0.062684415,-0.019060132,0.02036822,-0.016322268,0.022900639,-0.111057192,-0.103069955,-0.089977203,-0.063191139,-0.148338447,-0.133480413,-0.180831669,-0.087193132,0.020602069,-0.013398218,0.138886767,-0.020703856,0.092263479,0.090092997,-0.038531396,0.076521988,-0.124421504,0.15258498,0.137302303,-0.079091428,-0.093476766,16,F30,PercentChange,alpha
184,-0.116275206,-0.059537507,-0.082831983,0.069897574,-0.021107105,0.013066683,-0.039919734,-0.063557747,-0.202247612,-0.136670941,-0.221574834,-0.101037836,-0.09011392,-0.067558485,-0.085404052,-0.026912336,-0.061337947,0.138924613,-0.065602816,-0.027176948,-0.021208921,0.053978156,0.041691579,0.023352882,-0.112288158,0.001415833,-0.011455016,-0.080629519,0.126286288,0.036211963,-0.057818702,0.006105697,20,F30,PercentChange,alpha
185,0.140283974,0.033746779,0.073636181,0.118976361,0.033207698,0.076964908,0.157268649,0.202246137,0.147881908,0.02146401,0.12552492,0.239134968,0.207325071,0.132996246,0.053777557,-0.044960378,0.026396915,-0.015438228,0.173183087,0.152722974,0.103199537,0.0898306,0.107062067,0.124798852,0.065447293,0.043848333,0.089185597,0.072855129,0.081633596,0.101538568,0.047614541,0.073779381,1219,F30,PercentChange,alpha
186,0.020357528,0.042565303,0.120000084,0.108684149,-0.033865789,0.052314534,0.060638621,-0.016236514,-0.029143525,0.109505737,-0.02794904,0.080471273,0.11373743,0.012168159,-0.027232729,-0.110832576,-0.005359739,0.074375931,-0.062651669,0.036975089,-0.054040393,-0.040662999,-0.029789271,-0.042410262,-0.031869223,0.134787162,0.001921421,0.020742997,-0.02869657,0.004753285,0.013291853,-0.073686408,1518,F30,PercentChange,alpha
187,0.137664215,0.176624199,-0.029450115,0.024524369,-0.02564398,0.141153607,0.094622078,0.115346941,0.216309372,0.040302057,0.082310721,0.110466771,0.105187511,0.082766293,0.210994669,-0.025156523,0.121315025,-0.00975576,0.113469547,0.040836675,0.012010306,0.122988866,0.025216408,0.084542374,0.062224625,0.107276088,0.067900443,0.132495892,0.041092405,0.095046868,0.060204653,0.215225281,212526,F30,PercentChange,alpha
188,-0.068042902,-0.022742186,-0.108019774,-0.040411192,-0.084606031,-0.034317472,-0.030554656,0.051568742,-0.068034632,-0.007098614,0.013997306,-0.038541112,-0.059184613,-0.057147782,-0.035537605,0.171248253,0.006102956,0.014328768,-0.000312377,-0.045972251,-0.046601476,0.017907744,0.057094097,0.050095727,-0.056067758,-0.004934417,-0.082815042,-0.023035857,0.002022171,-0.016332039,-0.052974704,-0.032052451,222324,F30,PercentChange,alpha
189,0.298419178,0.284626665,0.038902621,0.31149836,-0.089759902,0.009206585,0.048528281,0.010165896,-0.063912603,-0.008793654,0.300043546,0.125969173,0.026604286,-0.047720284,0.090663707,-0.206796344,-0.159548256,-0.242145458,-0.000388642,0.001977972,-0.079445668,0.17051888,0.1084909,0.228712866,0.009875944,0.004762639,-0.164661286,0.066729158,0.152916125,-0.076198276,0.004006378,-0.092536326,11,M30,PercentChange,alpha
190,-0.185509593,-0.125470361,-0.239406283,-0.040244527,-0.121821008,0.011469793,-0.174189834,-0.075400447,-0.101994138,-0.08309447,-0.072642934,-0.1606873,-0.194944526,-0.132651999,-0.049203748,0.047535393,0.086891898,0.088580825,-0.151641084,-0.14064933,-0.131417978,-0.091504343,-0.067210426,-0.073601889,-0.16038142,-0.101123359,-0.177785064,-0.043613919,-0.111047607,-0.112765845,-0.120825361,0.004467398,13,M30,PercentChange,alpha
191,0.041810925,0.101367018,0.076580957,0.155588374,0.034988815,0.066390335,0.034449471,0.220503994,0.177923909,0.035624407,0.075324928,0.117356142,0.099496169,0.122765354,0.10112437,-0.073887477,-0.018623177,-0.015821864,0.201706922,0.015417984,0.022300391,0.046406266,0.009144261,0.042578441,0.111607722,0.102327106,-0.023862342,-0.034900126,0.056690913,0.104330266,0.017514345,0.015202469,14,M30,PercentChange,alpha
192,0.122745183,0.038369169,0.05111817,0.039882522,0.14917525,-0.020582187,0.049911094,0.223942348,-0.055104538,-0.016136359,-0.006635725,0.089755331,0.06816295,0.054440091,0.030298772,0.077419419,-0.06044526,-0.038835742,-0.085993052,-0.034146387,-0.004226532,-0.010797708,-0.042278215,-0.027368684,-0.122756748,-0.068219564,0.097832938,-0.175891259,0.025166542,-0.000867208,0.026758029,0.049270258,16,M30,PercentChange,alpha
193,-0.140402318,-0.155619504,-0.028654153,-0.090902535,-0.080148676,-0.145521139,-0.06164789,0.069777367,0.098677986,-0.134602994,0.013981353,-0.176497043,0.034439562,0.026339988,-0.008803803,-0.180859943,-0.057136484,-0.17582541,-0.10930837,0.004109247,0.010930393,-0.003684363,-0.057739459,0.027162426,0.084946181,-0.059367193,0.019570152,-0.036256085,-0.04306634,-0.07054793,-0.05160124,0.135089324,20,M30,PercentChange,alpha
194,-0.133423521,-0.068849172,-0.136118241,-0.030704751,-0.084261916,-0.051636685,0.05223658,-0.096444522,-0.077552065,-0.137162698,-0.03289564,-0.034318042,0.01318373,-0.06087462,-0.068937386,0.205188996,0.120629726,0.118848661,-0.064699924,-0.048325743,-0.103333212,-0.117453634,-0.052448867,-0.070472288,-0.035030214,-0.025790457,-0.08942097,-0.079036885,-0.052815418,0.028208758,-0.059429824,-0.096534902,1219,M30,PercentChange,alpha
195,-0.103497644,-0.115726419,-0.011477083,-0.113283784,-0.037314368,-0.089068453,-0.077779354,-0.072517588,-0.015602301,-0.143095155,-0.156446069,-0.094988806,-0.092964658,-0.180947397,-0.016315621,-0.122758389,-0.14427007,-0.078420768,-0.126734617,0.035937239,-0.039288541,-0.082040831,-0.025124475,-0.053411453,-0.051792905,-0.041706692,-0.093128199,0.015160454,-0.046889284,-0.0878182,-0.117860483,-0.030241668,1518,M30,PercentChange,alpha
196,-0.021435366,0.040019106,-0.026920028,-0.070085562,-0.068469983,-0.064359828,0.108759143,-0.075705699,-0.019864401,-0.089900677,-0.019904559,0.039898404,0.026834754,-0.074700498,0.062045243,-0.117434141,-0.002562362,-0.131113323,-0.008653286,-0.111897483,-0.015573312,-0.013269849,-0.053520901,-0.066504078,-0.043210834,-0.018545471,-0.064576343,-0.015321395,-0.053136163,-0.037827581,-0.030439978,-0.005383764,212526,M30,PercentChange,alpha
197,0.092461425,0.001711396,0.060886764,0.01740543,0.047353804,0.018661044,0.040691987,0.03063206,-0.017264277,0.034302665,-0.017811453,0.01040264,0.005779616,0.049624888,-0.003714988,0.172921768,0.215893547,0.09440136,0.00437769,0.077448681,0.061971618,-0.002961121,0.015898253,0.022135493,0.009463931,0.007047773,0.082809436,0.011551083,0.002293408,-0.0002453,0.05147994,0.017090099,222324,M30,PercentChange,alpha
198,0.068325601,-0.152892343,0.110641571,0.256739699,0.065558374,-0.003075263,-0.061914587,0.017571821,-0.024752096,-0.024958999,-0.264135615,0.056685152,0.064124072,-0.033823911,-0.126871705,-0.289110296,-0.18724507,-0.269074096,0.094426825,-0.15544638,-0.17282666,0.062408282,0.008067579,0.045727441,0.036062671,-0.085199824,0.098595721,-0.059762073,-0.03221511,-0.104387492,-0.127709206,-0.047210938,11,F30,PercentChange,sigma
199,-0.010889545,-0.060050969,-0.024286312,0.129071451,-0.025385779,0.055276345,-0.060175317,-0.098719374,-0.112874817,-0.018187451,-0.128649082,-0.086492001,-0.089730437,-0.054373952,-0.05090944,-0.086397505,-0.108173275,-0.121097791,-0.135846266,-0.027488228,-0.054659148,-0.090120262,-0.083913768,-0.095882914,0.022887036,-0.044848669,-0.003992907,-0.043407408,-0.100406633,-0.064910476,-0.03495303,0.027509736,13,F30,PercentChange,sigma
200,-0.108074671,-0.077088183,-0.123920122,-0.003635379,-0.091448632,-0.040617825,-0.033104731,-0.130345301,-0.0332178,0.000163205,-0.107516595,-0.074191198,-0.098438322,-0.11746022,-0.101046676,-0.176008352,-0.062829491,-0.167869364,-0.064927946,-0.029880674,0.135427061,-0.027918546,-0.004633731,0.051098394,-0.141541631,-0.005861522,-0.029271666,-0.022852281,0.042348875,-0.079049731,-0.067912528,-0.020490576,14,F30,PercentChange,sigma
201,0.088940549,-0.090496034,0.188926582,-0.023540346,0.119247191,-0.109067248,0.074318006,-0.044085941,0.039512664,0.343235294,0.117772602,-0.124351775,0.210203805,0.252896353,-0.025435723,-0.056819309,-0.087504886,0.010846088,0.043730546,0.233695864,0.044010377,0.134980052,0.059123026,0.186784802,0.057519116,-0.008351676,0.083202927,0.0256692,0.296971264,0.142007029,0.081920681,0.04382072,16,F30,PercentChange,sigma
202,0.00184931,-0.112819402,-0.058283786,-0.003974829,-0.110155058,-0.059619071,-0.10618211,-0.017506886,-0.169381806,-0.095258973,-0.272071045,-0.110443747,-0.151144529,-0.076139092,-0.168569359,-0.144983367,-0.07730741,-0.106530315,-0.089478246,-0.018564535,0.037887731,-0.053638002,-0.043696106,-0.087189398,-0.167651328,-0.027585896,-0.053145455,-0.010149406,-0.032047861,-0.124087377,0.022209917,0.016864996,20,F30,PercentChange,sigma
203,-0.05525033,-0.131753866,-0.047669014,-0.055894399,0.018254804,0.018523374,-0.113004383,0.082821007,0.005737208,-0.033978775,-0.016032109,-0.035020416,-0.117184876,-0.058390635,-0.014528697,0.042004715,0.035162957,0.009234349,0.019146856,0.02756111,0.047121505,0.033832475,-0.002897022,0.043064871,0.031447515,0.020687993,0.026581463,0.030781715,-0.02400443,-0.058483624,0.022760056,-0.033001146,1219,F30,PercentChange,sigma
