,Fp1,Fpz,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,M1,T7,C3,Cz,C4,T8,M2,CP5,CP1,CP2,CP6,P7,P3,Pz,P4,P8,POz,O1,Oz,O2,Participant,StimType,Period,Feature
204,0.021563052,0.019954129,-0.045973792,0.058968596,-0.077373592,-0.045972801,-0.028321986,0.067846656,-0.036115832,0.050114863,-0.065906149,0.004099299,-0.033236725,-0.047793716,-0.031413632,-0.021894948,0.131996589,0.035645241,-0.016724302,-0.07372171,0.048383107,-0.059302805,-0.082858346,-0.098494143,-0.098380867,-0.003924819,-0.040849788,-0.12596054,-0.006485963,-0.002755741,-0.087269586,-0.095591721,1518,F30,PercentChange,sigma
205,0.019463705,-0.000759682,-0.014225384,-0.021159127,-0.003580029,0.045426915,-0.015744366,0.006041875,-0.00737288,-0.015449864,-0.023457586,0.003070625,0.001092618,-0.037400517,0.010562356,-0.074599759,-0.071137103,0.058749608,-0.060936771,-0.055747756,-0.012534419,-0.084364463,-0.033939161,-0.052418004,-0.036191965,0.033742651,-0.070162214,0.018835146,-0.009684312,-0.079167954,0.005164128,0.022161979,212526,F30,PercentChange,sigma
206,0.0014597,-0.019652756,0.078060566,0.000343382,0.037101826,-0.029323221,0.001801036,-0.007809243,-0.086454518,-0.033610978,-0.027617192,-0.016124411,-0.047903317,-0.040529427,-0.015526634,-0.073768958,0.017240289,0.012917719,-0.069179482,-0.011172261,-0.045621539,0.001100916,-0.00198684,0.000751214,0.0326325,-0.015275474,-0.00246704,0.00475143,0.0131457,0.007209178,-0.036883748,-0.033653552,222324,F30,PercentChange,sigma
207,-0.030838139,0.018871934,0.014952357,0.062596426,-0.069219346,-0.061575634,-0.087020094,-0.174520185,-0.138692492,-0.131173556,-0.064186936,-0.076392065,-0.088886972,0.018329751,-0.134584272,-0.05379006,-0.136084632,-0.105316602,-0.009134187,-0.201630122,-0.163334431,-0.098743828,0.10453846,-0.045893365,-0.02136637,0.166183398,-0.161664156,-0.083766267,0.139013676,0.010131502,-0.040274481,-0.052423819,11,M30,PercentChange,sigma
208,-0.039519998,0.047783653,-0.101560954,-0.023002354,-0.081714052,-0.078118963,-0.015371816,0.09196335,0.33920334,-0.0637814,0.114426206,0.075546168,0.139306635,-0.076020435,0.062518761,0.108591226,0.172983423,0.070203038,0.24167663,-0.039030059,-0.06066144,-0.024871157,-0.011318238,-0.015255967,-0.035938733,-0.10036221,-0.082048656,-0.051302746,-0.04531117,-0.039244659,-0.063325181,0.050062158,13,M30,PercentChange,sigma
209,-0.074802475,0.032220844,0.02175084,0.074608776,-0.045436584,0.028202515,0.120087294,0.26042209,0.096480912,0.125701967,0.087261801,0.128150528,0.087448245,0.109026989,0.066810254,0.132385989,0.014144377,0.103511709,0.061752513,0.043574635,0.040140675,0.002687666,0.059210843,0.058780222,-0.021631804,-0.011103411,0.046664875,0.058245275,0.106536537,0.076644546,-0.003426724,-0.004903484,14,M30,PercentChange,sigma
210,0.129518503,0.157581685,0.031517586,0.03975066,-0.017158536,0.063687683,-0.057563165,0.168151449,0.057897767,0.070785774,0.007053345,0.022693494,0.045753499,-0.019287641,0.056126795,0.015278841,-0.079503668,0.007777754,-0.127811945,-0.062316651,-0.043634259,-0.013656219,0.025982269,-0.037863759,-0.033341226,0.013110072,-0.024923101,-0.043419166,-0.015844188,-0.068220971,-0.050197442,-0.017639935,16,M30,PercentChange,sigma
211,0.101227141,-0.071635488,0.112646268,-0.012874588,0.101274343,0.019639607,0.095361727,0.158097816,0.207878396,0.101132397,0.067697357,-0.024602622,-0.008135847,0.218188107,-0.01610038,0.044128178,-0.072734981,-0.153761369,0.23261103,-0.008509882,0.109250895,0.05757157,0.046908662,-0.026450069,0.046368651,0.024396238,0.169494484,0.006176368,0.006363502,0.063744406,0.113786191,0.065840018,20,M30,PercentChange,sigma
212,-0.06742728,-0.107659754,-0.012627803,0.004654073,-0.008954479,0.035042042,-0.059980199,-0.070042939,-0.044258851,-0.000706522,0.001297125,-0.083239033,-0.039404712,0.01204741,-0.019923357,0.301081528,0.445075779,0.412858634,-0.043470421,0.087575787,0.127974841,0.037730901,0.063086226,0.036864936,-0.027721829,-0.023236016,-0.02576146,0.087382959,0.056780237,-0.00359276,0.018958271,0.112494511,1219,M30,PercentChange,sigma
213,-0.087348986,-0.024289587,0.02197174,-0.018074681,-0.093243117,0.017848244,-0.037792408,-0.048152325,-0.004242755,-0.110605373,-0.062242556,-0.096224359,-0.023078257,-0.152921398,0.009904656,-0.133112156,-0.144406556,-0.081299211,-0.068950255,-0.08492956,-0.055277862,-0.099268929,-0.010250709,-0.018379771,-0.01322472,0.043514588,-0.106917764,0.003911883,-0.03970198,0.022911519,-0.114137778,0.012314518,1518,M30,PercentChange,sigma
214,0.032406658,0.053004538,0.013785268,0.049122463,-0.047362154,0.015702624,0.004332849,0.014473782,-0.005683548,0.022774761,-0.037379098,-0.059921762,-0.053718836,0.043219919,-0.040834485,0.008019994,-0.012975098,-0.000144356,-0.045130543,-0.086155614,-0.048323446,-0.035309272,-0.016339075,-0.018098946,-0.062457742,0.004839057,-0.05991347,0.010650451,-0.005085131,-0.03810312,-0.005252652,-0.036779996,212526,M30,PercentChange,sigma
215,-0.024370211,-0.062607078,-0.084252684,-0.054494182,-0.026293127,-0.024265123,0.020036175,-0.004431586,0.026609639,-0.023238625,-0.00464684,-0.000791908,-0.010277933,-0.026425286,0.019967733,0.157541554,0.248540657,0.212218403,0.074252721,0.029075786,0.013683147,-0.000694496,0.010507488,0.038946402,-0.029336742,0.003146485,-0.004968158,0.018392308,-0.009666337,-0.006486785,-0.049510879,-0.016616444,222324,M30,PercentChange,sigma
216,0.144168451,0.025133316,0.194529272,-0.023723282,0.052658493,0.044890101,0.002749016,-0.09747563,-0.133246829,-0.007756274,-0.026445475,0.015292709,0.081280457,0.035986539,0.080200088,-0.132296203,-0.091281106,-0.171471331,-0.081074093,-0.092616337,-0.092864794,0.119839053,0.079738938,0.081011913,0.066906285,-0.028695539,0.049574218,-0.011473247,0.161474945,0.116598733,0.009096278,-0.035049093,11,F30,PercentChange,beta
217,0.066633394,-0.046595655,0.020699078,-0.071411492,0.049289171,-0.024135007,0.099355915,0.002918254,0.033512665,-0.010318188,0.089116409,-0.066856822,-0.002756042,0.052905755,0.126828348,0.087165234,-0.117149323,-0.052193053,-0.082344185,0.077642233,0.057856029,0.073121164,0.096064358,0.085078264,0.018019643,-0.076089726,0.032372251,-0.01937697,-0.039874004,-0.056081745,0.005823616,0.055334193,13,F30,PercentChange,beta
218,0.066550907,0.000907869,0.020072676,-0.021828626,0.045684667,0.060097132,0.08773475,0.101235096,0.063622072,0.021637007,-0.002773254,0.093281916,0.023521113,0.058707918,-0.002625277,0.041097308,-0.064077121,-0.003000661,0.161617337,-0.023790886,0.067438345,-0.08702133,-0.042749004,-0.082032396,-0.095609605,0.005390528,-0.017732944,-0.000886201,-0.094146003,-0.061260158,0.079694298,0.004977762,14,F30,PercentChange,beta
219,0.14192623,-0.176980028,0.094343291,-0.116630796,0.035393922,-0.120640836,-0.111057541,-0.194975623,-0.210449842,0.224282984,0.080216471,-0.217538437,-0.218878177,0.195260431,-0.123523648,0.108983224,-0.04237059,0.00440203,-0.239328668,0.036809169,0.04248126,0.060236723,0.063402298,0.133397295,0.052285631,0.056277516,0.099522907,-0.008454806,0.26474327,0.265552094,0.073602745,-0.039680457,16,F30,PercentChange,beta
220,0.008367638,0.04035535,-0.033552517,-0.028030808,0.029059944,-0.054714207,-0.036983493,0.034125196,-0.091024003,-0.03052936,-0.096871569,-0.113916696,-0.086148532,-0.037606718,-0.088119387,-0.070857699,-0.045309226,-0.037522687,-0.082066267,-0.018375274,0.00909526,-0.03770575,-0.073035396,-0.031718882,-0.027449591,-0.024290816,0.079554857,-0.008072557,0.012023663,-0.100981855,-0.116713248,0.021112586,20,F30,PercentChange,beta
221,-0.042288749,-0.003709134,-0.033702525,0.03409082,0.067732479,-0.016633417,-0.088518924,-0.011263466,-0.018642399,0.010635521,-0.021940362,-0.06479842,-0.068783301,-0.021458432,-0.046777451,0.052343123,0.109414538,-0.002492527,-0.018880818,0.011699501,0.003579479,0.066874928,0.024110761,0.059129921,-0.014671983,-0.051062825,0.029758612,0.012786924,0.003826012,-0.050728759,0.021407763,-0.020192504,1219,F30,PercentChange,beta
222,0.016278139,0.065730069,0.045900743,0.021165443,0.02690937,-0.076883256,-0.005972978,-0.012354754,0.097462373,0.076879959,0.043727985,-0.003545085,0.051929855,0.074901941,0.012351594,0.022588104,0.16255203,0.237214264,0.10254841,-3.54E-05,-0.049347309,-0.023363273,0.032471897,-0.012869723,-0.014402994,-0.001277767,-0.081516587,-0.013783049,-0.015520196,0.063980339,0.014628143,-0.040478005,1518,F30,PercentChange,beta
223,-0.074498602,0.063622939,-0.045809722,-0.051793727,0.005886917,-0.022012535,0.013547533,0.003806516,-0.018280405,-0.074236337,0.026237125,-0.025728573,-0.025773582,-0.068740985,-0.027659632,-0.006617744,-0.097978579,-0.045927705,-0.050938629,0.016758011,-0.034241493,-0.03935808,-0.05505517,-0.079715446,-0.008701769,0.005838506,-0.043055649,-0.022619123,-0.069860188,-0.049375205,0.005233033,-0.037655717,212526,F30,PercentChange,beta
224,0.028084394,-0.009829313,-0.042636076,-0.048935966,0.000989481,-0.025706929,-0.01125023,-0.038218114,-0.039496888,-0.012193381,-0.037542855,0.023486163,-0.000810278,0.009765137,-0.030190709,0.065678862,0.03783933,0.040505903,-0.009930064,0.00843168,-0.073404658,-0.054661136,-0.075408566,-0.059434248,-0.055441754,-0.057665306,-0.013002813,-0.056255542,-0.060333446,-0.063382658,0.024226237,-0.018326455,222324,F30,PercentChange,beta
225,0.045171043,0.086165773,0.012753854,0.154218818,-0.087850058,0.030652617,-0.006741763,-0.183262672,-0.079611097,-0.009073219,-0.016687983,-0.125255865,-0.006399067,0.062174347,0.041431056,-0.120319108,-0.27187602,-0.184704849,-0.012256143,-0.075070253,-0.104255768,-0.004896415,0.073007599,0.048537305,0.077034559,-0.051628455,-0.063440761,0.038292708,-0.020667198,-0.049265281,-0.045260408,-0.01942441,11,M30,PercentChange,beta
226,0.025455843,0.105390881,0.09770643,-0.029594428,0.067903757,0.017716662,0.121939122,0.207056485,0.21245065,0.052849269,0.092523261,0.063451966,0.236299089,0.08325523,0.116009726,0.271264609,0.204075976,0.285356496,0.348963793,0.098151197,-0.065794774,0.12653835,0.129500089,0.138953617,-0.021392132,0.09094396,0.042115434,0.110778541,0.087673679,0.057281286,0.000120713,0.056446747,13,M30,PercentChange,beta
227,-0.040321591,-0.059286594,0.018208573,0.004873139,-0.031425017,-0.029417307,0.032865344,0.193338539,0.093814423,0.018358324,0.00067126,0.067718016,-0.061336753,0.036466235,-0.038113657,0.331773991,0.264174364,0.278282828,0.171396693,-0.016994195,-0.078134692,-0.014842226,0.030885426,0.012512475,-0.047875472,0.003861666,-0.060580767,-0.036391308,0.012472074,0.014675658,-0.028735492,-0.040986304,14,M30,PercentChange,beta
228,0.066249937,0.221909238,-0.044351912,-0.06365082,-0.05383607,-0.046237069,0.014955628,-0.166834153,-0.059015956,-0.112201969,0.020797849,0.085247186,0.076975332,-0.141424756,-0.011620601,-0.159296347,-0.189336969,-0.205666906,0.032665155,-0.094445067,-0.124608168,-0.152426104,-0.000167099,-0.100573262,-0.111119515,-0.092740831,-0.065341384,-0.115665679,-0.019448705,0.040927857,-0.087538559,-0.08932871,16,M30,PercentChange,beta
229,0.060389083,-0.064686058,0.112591892,-0.048040947,0.089922961,-0.013558916,0.018783852,0.298828542,0.166012599,-0.02200692,0.024395843,0.049971995,0.178316349,0.129724611,0.044236908,0.12106147,-0.031216884,-0.09361906,0.055287396,0.073863161,-0.057992414,0.043855823,-0.026117249,-0.089359759,-0.051372024,0.038610578,0.058684227,0.041730514,-0.002907112,0.041365402,0.046863578,0.028666737,20,M30,PercentChange,beta
230,0.021136007,-0.044902774,0.01619845,-0.013203521,0.051445639,0.096164595,0.059277641,-0.072195873,0.003715648,-0.032318704,0.041541833,0.031753448,0.020931863,-0.005474738,0.045153385,0.266469077,0.767928715,0.419333051,-0.0367777,0.100452052,0.03581002,0.030591103,0.031904304,0.053134683,-0.021571526,0.000242276,0.032641833,0.071772759,0.01110215,0.013460641,0.065742004,0.11134022,1219,M30,PercentChange,beta
231,-0.065224125,-0.076739533,0.033765032,-0.063392045,-0.11018654,-0.097237177,-0.031261202,-0.113370564,-0.014169375,-0.095238155,-0.059962158,0.05418191,-0.014905487,-0.126388059,-0.089758457,-0.039466556,-0.078440049,-0.078759939,-0.033856618,0.06112672,0.059565367,0.003437295,-0.02896732,-0.039317845,-0.052719752,-0.129920499,0.019041425,0.023795111,0.030426994,0.005373341,-0.127540491,0.013272942,1518,M30,PercentChange,beta
232,0.023191116,0.019017234,-0.008822834,0.05204768,0.032469734,0.034168288,-0.045806182,-0.03266967,0.04508903,-0.072904954,-0.036923793,-0.026009431,0.016153184,-0.039058883,-0.001071584,-0.074124012,0.008332591,-0.081690029,-0.012822159,-0.0041168,-0.039775903,-0.000577472,0.010604045,0.026480591,-0.020714665,0.010606917,-0.029625772,0.002148102,0.033719881,-0.054445297,-0.022347545,-0.052276155,212526,M30,PercentChange,beta
233,-0.043165398,0.037156231,-0.022612177,0.022717253,0.015415551,0.0507986,0.089340486,0.049011167,0.051454248,-0.017316428,-0.016271846,0.037607192,0.047146101,-0.059016591,0.035690666,0.206234763,0.227762549,0.222224213,0.117319282,0.004621338,0.030599509,-0.030847257,0.014934321,0.020715723,-0.002636903,0.079442738,0.017187416,0.076098412,0.061204144,0.079929262,-0.023097763,0.056348355,222324,M30,PercentChange,beta
234,0.22291837,0.106911878,0.192768268,0.17970152,-0.009371075,0.124418294,0.033525559,-0.084627282,0.0291305,0.064313814,0.025021131,0.011643104,0.038233264,0.271630963,0.113606934,-0.148329551,0.013517814,-0.075495852,-0.101019508,-0.147834313,-0.019598425,0.129642734,0.204564364,0.139715141,0.007395116,0.311940715,-0.027157652,0.085189082,0.225233598,0.262406481,0.141407001,0.017619658,11,F30,PercentChange,gamma
235,0.032158531,-0.027867326,0.00769204,-0.060537069,0.060959292,0.116207905,0.040282789,0.056949767,0.093771798,0.053237541,0.114380836,-0.007503913,0.072765137,0.107325288,0.170954435,0.105022437,0.07660502,0.156726867,-0.043183038,0.183989211,0.094823699,0.15273647,0.153537778,0.150274549,0.024864068,-0.0396896,0.131020458,-0.115894291,0.029677579,-0.069800147,0.139943725,0.239332387,13,F30,PercentChange,gamma
236,0.201119536,0.053310392,-0.004907386,0.003819596,0.010745248,0.009173214,-0.01029382,-0.064950528,-0.01134268,7.17E-05,0.006119496,0.224558412,0.019031963,-0.043012928,-0.010846541,0.088896962,0.005614675,0.074401994,0.113980201,0.004231393,-0.053944551,-0.115077684,-0.191925013,-0.152782328,-0.03470487,-0.050846467,-0.04386617,-0.163267509,-0.088721772,-0.012837026,-0.132645529,-0.075112495,14,F30,PercentChange,gamma
237,0.138526254,-0.171884911,0.061573874,-0.12928482,0.170542877,-0.138877813,-0.090137861,0.014572928,-0.141446104,0.170265724,-0.061544943,-0.187426499,-0.071911339,0.178432267,-0.102989323,0.135168654,0.031437449,0.061645653,-0.204227651,0.07152121,0.143385579,0.215189583,-0.00523438,0.221797848,0.140601342,-0.012919989,0.188121082,-0.050924531,0.275251371,0.184023125,0.077820402,0.057991444,16,F30,PercentChange,gamma
238,0.009410635,-0.008384941,-0.043087127,0.099700816,-0.110338467,0.012237322,-0.001971213,-0.099147298,-0.029099755,0.006344547,-0.022523298,-0.084831817,-0.039933411,-0.081505466,-0.131826892,-0.155508766,-0.087948914,-0.179403182,-0.058533936,-0.041461026,-0.085230034,0.021369769,-0.064869179,-0.008239449,0.036868061,-0.089178244,-0.070977962,0.001963344,-0.00949937,-0.121738736,-0.047221328,-0.005581513,20,F30,PercentChange,gamma
239,-0.085437302,0.006530628,-0.002678556,-0.081804136,0.113584579,0.00582401,-0.096182515,-0.076145342,-0.058648625,-0.010491239,0.049378878,-0.106490068,-0.06644443,0.040112641,-0.003524213,0.02780164,0.06089743,0.061345517,0.001577345,0.081688766,0.091690144,0.191261198,0.067038456,0.120861412,0.099701678,-0.052596088,0.06633849,0.041950595,0.020895329,-0.076097004,0.076558232,0.076437141,1219,F30,PercentChange,gamma
240,0.13516193,0.158502993,0.028158045,0.134308732,0.049134215,0.055092248,0.092123924,0.176316463,0.242233342,0.14538723,0.139527502,0.056535751,0.097943305,0.16643429,0.117711948,0.317564338,0.350019159,0.446630709,0.169791397,0.131494588,0.106215857,0.077979433,0.131989912,0.042438617,0.026047732,0.087141649,0.021737455,0.053195691,0.123147899,0.082668727,0.077343616,0.099257783,1518,F30,PercentChange,gamma
241,-0.078072852,0.160167395,0.030201147,-0.008502507,-0.024655783,0.00287702,-0.00555478,-0.07622726,-0.013161594,-0.078412919,-0.007760248,-0.070525169,-0.000571557,-0.068618078,0.025120784,-0.09773764,-0.0809885,-0.005152999,-0.051134243,0.004107118,-0.055886103,-0.068022446,-0.101430831,-0.099182735,-0.016482638,-0.093518491,-0.086174783,-0.003033694,-0.144868329,-0.064208087,-0.02135363,0.012892996,212526,F30,PercentChange,gamma
242,-0.105431172,-0.09649862,-0.06469063,-0.029852958,-0.159673162,-0.085732689,-0.118044511,0.04453005,-0.098655342,-0.099170773,-0.192976408,-0.069171647,-0.119770098,-0.059520108,-0.157261807,-0.054843095,0.000426004,-0.047204151,-0.10559659,0.049356998,-0.101424942,-0.138654688,-0.048883562,-0.082267099,-0.115057243,-0.027977958,-0.057078629,0.000140614,-0.060736116,-0.068381414,-0.042200256,-0.092826099,222324,F30,PercentChange,gamma
243,0.000472113,0.06116029,0.001606031,0.085710398,0.154522185,0.189530957,0.06154887,-0.089415138,-0.06619658,0.110971169,0.097152458,-0.056071049,0.023020411,0.128557927,0.08693868,-0.10410044,-0.327879996,-0.206652657,-0.042064912,0.273508871,0.088027559,0.008770437,0.098272004,0.023631945,-0.022978354,0.005642532,-0.035044611,0.094473887,-0.021390419,-0.048105797,0.024351109,0.099535938,11,M30,PercentChange,gamma
244,0.083101091,0.108507452,0.018912848,-0.056409529,0.009030148,0.033966374,0.15958951,0.263680251,0.437020784,0.15837971,0.108988789,0.260045125,0.295715685,0.200100423,0.055152131,0.281167107,0.09780025,0.262010509,0.402333442,0.128957047,-0.011812895,0.038953623,0.025163714,0.032570648,-0.103005176,0.133677722,-0.066025258,-0.007815887,0.033709328,-0.025206882,0.029449824,-0.017703208,13,M30,PercentChange,gamma
245,0.108624576,-0.085991948,-0.04643849,-0.09526563,-0.015981057,-0.029183596,-0.007680652,0.085658066,-0.079019319,0.036897201,-0.077004624,0.005750886,-0.125286487,0.006936234,-0.078050854,0.345459399,0.155892712,0.263402633,0.043861475,-0.002850276,-0.069044193,0.034102608,0.06507329,0.044276474,0.024600578,-0.056068279,0.003205053,-0.070729816,0.022910839,0.053970121,0.009845789,-0.000289314,14,M30,PercentChange,gamma
246,0.017520549,0.08677899,0.099932282,-0.016978552,0.011630161,-0.040897877,0.013778853,-0.04223478,0.112921452,0.145206626,0.082233263,0.068899422,0.039310964,-0.000839786,0.101270046,-0.036340531,-0.015019652,-0.062479748,0.011680406,0.143875849,0.036738881,0.046580171,-0.040797496,-0.018408335,-0.122102752,-0.038387222,0.021352272,-0.107678873,-0.020375603,0.045563969,0.007299102,-0.14358472,16,M30,PercentChange,gamma
247,0.001837653,0.019389262,0.060937558,-0.073318825,-0.043402989,0.020624313,0.002364286,0.045021234,0.018359234,-0.096466832,0.032423076,-0.109039351,0.031549377,-0.028406039,0.045592465,0.089934517,0.026720717,-0.06192479,-0.031555717,-0.045394202,0.115528213,-0.008295585,-0.106903683,-0.103644382,-0.031764764,-0.070608915,-0.011700018,0.061721462,0.05754665,-0.059224141,-0.052183173,-0.001283719,20,M30,PercentChange,gamma
248,0.094852872,0.04184952,-0.031699563,-0.041293036,0.135307864,0.148360859,0.118576881,-0.138703077,-0.025369767,-0.006909042,0.153751843,0.023304785,0.016345088,0.072447476,0.103352866,0.45359513,0.895513795,0.544375702,-0.013509493,0.186721599,0.134210669,0.143318127,0.130734025,0.1255107,0.108055173,0.059534517,0.057004225,0.183812837,0.099746669,0.109411985,0.102414139,0.238190656,1219,M30,PercentChange,gamma
249,0.009593907,-0.03148675,-0.100032993,-0.023526551,-0.069438651,-0.115925712,-0.005458145,-0.036334445,0.00393758,-0.074555373,-0.083735805,-0.018230141,-0.090749092,-0.11111969,-0.009443265,0.077582735,0.096132558,0.03064579,-0.061353395,0.133100056,0.14831316,0.008041342,0.024904925,0.107078799,-0.0445019,-0.104433307,-0.009508512,-0.032172196,-0.015507677,0.070094866,-0.068987262,0.010782132,1518,M30,PercentChange,gamma
250,0.055518415,0.083079442,-0.001238534,0.110832068,0.04119754,0.06427204,-0.053011496,0.032950973,0.055431637,-0.024393835,0.038727907,-0.032155477,0.040267534,0.044941068,0.095806546,-0.043866738,-0.038889107,-0.155659656,0.055392756,0.09761722,0.06166511,0.042711858,-0.004910511,0.034150483,0.058190385,-0.014772839,0.04486231,-0.024965436,0.046613574,-0.047633623,-0.045927626,0.04657674,212526,M30,PercentChange,gamma
251,-0.063784149,-0.012568943,-0.003194739,-0.038942288,0.032550825,-0.012854235,0.082790269,0.05163918,0.092225584,0.019413264,0.023983263,0.096847134,0.064502831,0.02049186,0.043723695,0.25965139,0.288531746,0.286405857,0.049968835,0.019822721,0.042100683,-0.032778305,-0.060359382,-0.042523489,-0.01680335,-0.00041088,0.035160435,-0.055858997,0.029629635,0.041920098,0.021469163,0.021488384,222324,M30,PercentChange,gamma
252,-0.17473353,-0.209659837,0.237305982,-0.119453086,0.14767139,-0.140156366,0.089272505,0.107722614,0.189743901,-0.100470529,0.026954695,0.03741245,0.027489516,-0.14816159,-0.071603917,0.682992637,0.547250276,0.613565181,0.20284141,0.09966006,-0.075211199,0.029873087,0.18345148,0.113619389,0.15510214,0.078536658,0.177357317,0.119255267,0.118366371,0.293275987,-0.038920014,-0.099076592,11,F30,PercentChange,dt
253,-0.086306064,-0.048769488,0.07227547,-0.067459974,-0.036062721,0.098430237,-0.071520392,0.066675657,0.118311694,-0.091752898,0.201856776,0.032575331,-0.052303039,-0.142597485,0.089280109,0.05854695,0.322874348,0.352625194,0.037506929,0.118637965,0.248020945,0.160314894,0.170160491,0.151781765,0.132150126,0.029082982,0.011901913,0.059004447,0.117771165,0.114071217,-0.105614002,0.094612951,13,F30,PercentChange,dt
254,0.012032985,0.100072573,0.0049043,-0.055443312,-0.123273386,5.05E-06,0.001920887,-0.005065238,-0.056607847,0.11930508,0.160678093,-0.039694627,-0.011542598,0.081975868,0.229191622,-0.05745325,-0.049140262,-0.046367442,-0.086558851,-0.140345741,0.0229546,-0.10047999,-0.090006879,-0.040533439,-0.101773082,0.048124972,-0.217249555,-0.002835092,-0.128889048,-0.011757619,-0.111493853,0.100577536,14,F30,PercentChange,dt
255,0.027344673,0.159549881,0.032497543,0.220902857,0.00571192,0.116222382,0.348856594,0.277891206,0.246959539,0.153237137,0.019723142,0.257440442,0.221413034,-0.046763076,0.056730295,0.149502023,0.101691214,0.123381061,0.225901451,-0.087145587,0.065390925,0.038912692,0.075634381,0.017893575,0.034554283,0.096035797,-0.033975564,-0.033196804,0.000351948,0.147707502,0.012912145,0.088038873,16,F30,PercentChange,dt
256,0.08081087,0.012960584,0.052031794,-0.083273575,0.132593451,-0.064150129,0.013373392,-0.06938133,-0.039942168,-0.059738823,-0.008271148,0.042377726,0.055209762,-0.120152506,0.061148624,0.04628671,-0.154618847,-0.174127974,0.038461332,0.009253447,-0.137382345,-0.091412599,-0.178346316,0.038390407,0.049359908,-0.080434408,0.070756231,0.108313924,-0.003904399,-0.040072075,-0.060732793,-0.077544087,20,F30,PercentChange,dt
257,0.222757593,0.028032145,0.095344923,-0.096636483,0.031676104,0.016998887,0.118684827,0.135270029,0.176335711,0.184432024,0.095237344,0.282034535,0.127737506,0.115423614,0.020512273,0.083869109,0.058636971,0.070828331,0.174984051,0.084624835,-0.000916686,0.079296988,0.048411377,0.125697862,0.020318376,0.136369328,0.013895088,0.081532055,0.169726526,0.11058841,0.139816631,-0.024082407,1219,F30,PercentChange,dt
258,0.004809784,-0.108429094,-0.05274896,-0.119516699,0.048406952,0.05147883,-0.111472657,-0.185472347,-0.129314546,-0.097355771,-0.104389752,-0.067726595,-0.096206372,-0.016178405,-0.034418396,0.037140768,-0.140581091,-0.07550056,-0.159390029,-0.027008769,0.027677697,0.065154688,0.031073144,0.032479369,0.025793536,0.049204243,0.043476732,0.081980729,0.045822022,-0.060172564,0.098457541,0.150167798,1518,F30,PercentChange,dt
259,-0.027533736,0.081964229,0.096975523,0.182761764,0.07576553,-0.00584133,0.005705707,-0.053256715,-0.019277814,0.106319824,0.000715448,-0.056555151,0.024104733,0.011374857,0.027731559,0.070583106,0.170127443,0.13797759,-0.113573714,0.018557614,0.105840557,0.197114614,0.088406994,0.136116324,0.06670117,0.09761846,0.0433833,0.062193881,0.103087875,0.122127905,0.058806036,0.011807465,212526,F30,PercentChange,dt
260,-0.015885476,0.009419553,-0.105407578,0.078678844,-0.077607084,0.012307398,-0.07420463,-0.074983955,-0.009246849,-0.046177165,-0.044655959,-0.03799935,-0.031341124,-0.01314905,-0.010281189,0.06271356,0.155582254,0.050764082,-0.04639866,-0.062237846,0.017461691,0.042091433,0.021970986,0.006188941,-0.088906061,-0.000176435,0.003263471,0.034570643,0.013409535,0.02330841,-0.053553294,0.02771975,222324,F30,PercentChange,dt
261,-0.196617895,-0.018932889,0.026974668,-0.280177468,0.018044613,0.039542854,0.107883436,-0.075232368,0.072720289,-0.13897098,0.14934401,-0.098679519,-0.155742263,-0.3101645,-0.032316819,0.078699308,0.055679671,0.176680017,-0.071432282,0.122728128,0.098941181,0.15602591,0.013260369,0.033015364,0.111279478,-0.04471703,0.15879879,0.154932038,-0.009265651,0.016550399,0.033216421,0.089830605,11,M30,PercentChange,dt
262,0.200651791,0.179469726,0.163225214,0.137766488,0.05029887,0.124623536,0.350715744,0.15090546,0.348890597,0.129665884,0.00604917,0.215206205,0.231960941,0.049394975,0.155960863,0.015703129,0.169377617,0.064144866,-0.031517737,0.028466861,0.348099752,0.131805795,0.125128468,0.128619612,0.00448397,0.307638381,-0.075437429,0.2412218,0.298925897,0.046269498,-0.068950608,0.041983214,13,M30,PercentChange,dt
263,0.190385391,0.080024822,0.128968966,-0.121784262,0.081389237,-0.094294766,0.100674949,0.047246731,0.076957283,-0.046327102,-0.02747458,0.077242634,0.1200244,0.067486568,0.080626141,0.128992296,0.13821414,0.156234011,0.081801788,-0.016984776,0.02398636,-0.094619543,-0.043091014,-0.072001824,-0.025783637,-0.144811998,-0.118907241,-0.169541642,-0.12771728,-0.018626184,0.036396644,-0.03833191,14,M30,PercentChange,dt
264,-0.035986951,-0.153792843,-0.170393768,-0.084626402,-0.088236123,-0.053942098,-0.004967319,0.014339683,-0.031738139,0.00985279,-0.058136376,0.001080632,-0.007058321,0.017366426,-0.040419027,0.007229778,-0.05558418,-0.032859724,0.035352889,-0.020125979,-0.006688601,-0.043989882,-0.005463823,-0.090668655,-0.052638806,0.067763063,-0.022176213,-0.051633546,-0.150696109,-0.0848866,-0.063162755,0.112719065,16,M30,PercentChange,dt
